question,Factual_Info
"Question: A previously healthy 16-year-old boy is brought to the hospital with 2 days history of fever, headache, nausea, and multiple episodes of vomiting. His temperature is 39.1 C (102.4 F). He is lethargic but oriented to person, place, and time. On examination, he has severe neck rigidity with limited active and passive range of motion. A lumbar puncture is performed. CSF analysis shows marked neutrophil predominance and 40 mg/dL of glucose. An organism with which of the following features is most likely responsible for the patient's condition?
###Options:
A.  Encapsulated gram-negative cocci in pairs
B.  Non-encapsulated gram-negative cocci in pairs
C.  Gram-negative coccobacillus
D.  Gram-positive cocci in a cluster
E.  none

###Answer:",Realated To Gender
"Question: A 16-year-old presents with an altered level of consciousness. Her mother says the girl took some lorazepam from the cabinet a few hours ago. The patient drank an 'unknown amount' of alcohol last night at a party. Her history is significant for major depression, post-traumatic stress disorder, and anxiety. She takes sertraline, alprazolam and has regular cognitive behavioral therapy sessions. She has tried illicit drugs but stopped them a year ago. She does not smoke but drinks alcohol occasionally. Vital signs are blood pressure 90/60 mm Hg, heart rate 58 bpm, respiratory rate 9 breaths/min, and oxygen saturation 90% on 5 L O2. Her Glasgow coma score is 8. Her ABG off oxygen is PO2 78 mm Hg, CO2 is 50mm Hg and bicarbonate is 27 mEq/L. Which of the following is the most appropriate next step in management?
###Options:
A.  Naloxone
B.  Flumazenil
C.  Intubation and mechanical ventilation
D.  Nasogastric tube placement and activated charcoal
E.  Pyridoxine

###Answer:",Realated To Gender
"Question: What will be the next investigation to be done in a case of a 2-year-old female
child with 1st episode of UTI -

###Options:
A.  Abdominal Ultrasound
B.  DMSA scan
C.  6 monthly urine culture
D.  Nothing actively needed

###Answer:",Realated To Gender
"Question: A 48-year-old woman presents to the office with a several year history of low pelvic pain. Which of the following is the LEAST likely cause?
###Options:
A.  interstitial cystitis
B.  adenomyosis
C.  ectopic pregnancy
D.  herniated disc
E.  inflammatory bowel disease

###Answer:",Realated To Gender
"Question: A 50-year-old man comes to the office for a follow-up examination. He has a 2-month history of headache and shortness of breath with exertion. He also has hypertension treated with hydrochlorothiazide for the past 2 years. His blood  pressure is 180/105 mm Hg. Ophthalmoscopic examination is most likely to show which of the following in this patient?
###Options:
A.  Arteriovenous nicking
B.  Melanocytes in the uvea
C.  Optic neuritis
D.  Posterior subcapsular cataracts
E.  Tractional retinal detachment

###Answer:",Realated To Gender
"Question: 52 y/o female consulted at your clinic, complaining of a 2-month history of vague abdominal pain, easy fatigability and chest heaviness. On PE: BP 100/60, HR 103, reg RR 22. She was pale, no NVE. Clear BS. DHS tachycardic, regular rhythm, no murmurs. Abdomen was soft, nontender nabs, no palpable mass. DRE: no mass/tenderness/blood PEF. CBC: hypochromic, microcytic anemia (hgb 88); 12-L ECG and 2D echo. FOBT negative.  You decided to do a colonoscopy, the most likely location of the lesion given her clinical presentation is at the: 
###Options:
A.  Ascending colon
B.  Transverse colon
C.  Descending colon
D.  Rectosigmoid
E.  Cecum

###Answer:",Realated To Gender
"Question: You perform some blood tests to investigate the cause of a patient's amenorrhoea. The results are: High serum LH, High serum testosterone, Elevated total cholesterol and LDL-cholesterol, Low HDL-cholesterol, Normal prolactin. What is the most likely diagnosis based on these blood results?
###Options:
A.  Hyperprolactinaemia
B.  Female athlete triad
C.  Hyperthyroidism
D.  Polycystic ovary syndrome
E.  Turner's syndrome

###Answer:",Realated To Gender
"Question: A 30 year old woman presents to her GP with dysuria and vulvodynia. On examination, the GP finds clusters of vesicles on the vulva and in the vagina. The doctor suspects HSV infection. The GP takes a swab. What is the investigation of choice to confirm the diagnosis?
###Options:
A.  MC
B.  Serology
C.  PCR
D.  p24 antigen test
E.  VDRL test

###Answer:",Realated To Gender
"Question: When teaching a group of adolescents about male hormone production, which of the following would the nurse include as being produced by the Leydig cells?
###Options:
A.  Follicle-stimulating hormone
B.  Testosterone
C.  Leuteinizing hormone
D.  Gonadotropin releasing hormone
E.  None of the above

###Answer:",Realated To Gender
"Question: A 16-year-old boy is admitted to the hospital for tremors and difficulty walking. His mother says he has experienced a gradual decline in his school performance over the last 6 months and has been acting differently. He recently underwent a drug test which came out negative for any known illicit drugs. He has also experienced weight loss of 11 lb (5 kg) and a gradually decreasing appetite. On examination, tremors are present in both upper extremities, and he is unable to write correctly. The tremors worsen when he is asked to reach for an object. An unsteady, broad-based gait is also observed. His serum transaminases are elevated, and low serum ceruloplasmin is found. The patient is placed on medication to treat his condition. How does this drug help to improve his underlying symptoms?
###Options:
A.  Prevents intestinal absorption of copper
B.  Increases the uptake of copper by the liver and prevents its accumulation in other tissues
C.  Eliminates the high ammonia causing his symptoms
D.  Chelates copper
E.  none

###Answer:",Realated To Gender
"Question: Which histologic finding would be consistent with the diagnosis of lichen sclerosus in a postmenopausal woman presenting with pruritic white lesions on the vulva, upon obtaining a punch biopsy of a representative area?
###Options:
A.  Presence of mitotic figures
B.  Increase in the number of cellular layers in the epidermis
C.  Acute inflammatory infiltration
D.  Blunting or loss of rete pegs
E.  Presence of thickened keratin layer

###Answer:",Realated To Gender
"Question: Which of the following diagnoses is most likely to explain the symptoms observed in a 4-year-old boy who, after visiting a local amusement park where several family members developed gastroenteritis, now presents with fever and diarrhea accompanied by bloody stool? Over the past 24 hours, he has developed pallor, lethargy, facial swelling, and decreased urination. Laboratory results show a hematocrit of 28% and a platelet count of 72,000/¼L, along with blood and protein in the urine.
###Options:
A.  Henoch-Schönlein purpura
B.  IgA nephropathy
C.  Intussusception
D.  Meckel diverticulum
E.  Hemolytic-uremic syndrome

###Answer:",Realated To Gender
"Question: A 76 year old male is admitted to hospital following acute bleeding from the rectum. He is haemodynamically unstable and DRE and anoscopy are inconclusive. What is the most appropriate imaging modality to investigate the bleeding further? 
###Options:
A.  Abdominal x-ray
B.  Colonoscopy plus upper GI endoscopy
C.  Colonoscopy
D.  CT angiography
E.  Sigmoidoscopy

###Answer:",Realated To Gender
"Question: A 32-year-old man presents with fever, jaundice, and malaise for the past 4 days. A history of present illness reveals that he just returned from a trip to India yesterday. He smokes a pack of cigarettes daily and drinks alcohol occasionally. His vital signs are heart rate 106 bpm, respiratory rate 18 breaths/min, temperature 97.6 °F (36.4 °C), blood pressure 140/86 mm Hg, and oxygen saturation 100% on room air. The physical examination demonstrates mild right upper quadrant tenderness. Laboratory test results are aspartate transaminase 2238 U/L, alanine transaminase 3806 U/L, alkaline phosphatase 484 U/L, and platelets 88 x103/¼L. What is the most common mode of transmission of this disease?
###Options:
A.  Consumption of alcohol
B.  Fecal-oral transmission
C.  Needlestick injuries
D.  Genital secretions
E.  smoking

###Answer:",Realated To Gender
